objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648704577601583,184.658795469677,0.159935506727761,18.63032,17.23437,16.72749,16.51772,16.44039,752,301,4,274,2880149887696005120,STAR,4.313261E-06,2558,54140,356
1237648704577601580,184.654170271373,0.122673445871218,19.07731,18.64518,18.49678,18.52677,18.45765,752,301,4,274,324374930323957760,QSO,0.9251733,288,52000,421
1237648704577601553,184.56941092437,0.137091485331373,17.51339,16.41793,16.06695,15.93751,15.89478,752,301,4,274,324377404225120256,STAR,-3.548175E-05,288,52000,430
1237648704577470535,184.350646587722,0.207229522687783,18.73832,18.60962,18.39696,18.31174,17.97663,752,301,4,272,323294660535543808,QSO,0.2719369,287,52023,587
1237648704577405071,184.189573804239,0.0994824678579993,19.25667,17.54869,16.63578,16.14922,15.76639,752,301,4,271,324366134230935552,GALAXY,0.07208736,288,52000,389
1237648704577404955,184.085331089266,0.112110022208472,18.83307,17.51785,16.94273,16.71418,16.60521,752,301,4,271,3722375532814376960,STAR,0.0006227744,3306,54922,547
1237648704577339553,183.979194460504,0.135997822421441,19.29772,17.80227,17.18266,16.92335,16.79928,752,301,4,270,3722364262820192256,STAR,-3.457434E-05,3306,54922,506
1237648704577339546,183.973497678925,0.0816255816114345,18.67249,17.71375,17.49362,17.28284,17.22644,752,301,4,270,324369157887911936,GALAXY,0.04050813,288,52000,400
1237648704577339400,183.92458850092,0.0972457823377776,17.90616,16.97172,16.67541,16.53776,16.47596,752,301,4,270,363829249360029696,STAR,8.911928E-05,323,51615,595
1237648704577273970,183.847173555454,0.173694164045785,19.43133,18.46779,18.16451,18.01475,18.04155,752,301,4,269,364954875244603392,STAR,0.0003146027,324,51666,594
1237648704577142822,183.531325694133,0.0896930301317096,19.47406,17.0424,15.94699,15.50342,15.22531,752,301,4,267,3722360139651588096,STAR,-8.955967E-06,3306,54922,491
1237648704577732678,184.832199654394,0.0443065474951896,19.52092,17.58562,16.4269,15.94473,15.56269,752,301,4,276,324390873242560512,GALAXY,0.1506381,288,52000,479
1237648704577732659,184.956985534292,0.156360266610548,18.15079,16.77761,16.2215,16.02345,15.91957,752,301,4,276,2880158134033213440,STAR,0.0003043607,2558,54140,386
1237648704577667370,184.765155339711,0.0809857944756924,19.18013,18.07133,17.71771,17.48797,17.55667,752,301,4,275,324388674219304960,GALAXY,0.06807999,288,52000,471
1237648704577601603,184.516834223026,0.145549585698252,19.21684,18.29956,18.19589,18.14758,18.26658,752,301,4,274,3722388726953910272,STAR,8.799958E-05,3306,54922,595
1237648704577536223,184.466853071054,0.111965321115041,19.3932,18.48274,18.16551,18.05122,18.04328,752,301,4,273,364962846703904768,STAR,-0.0002702182,324,51666,623
1237648704577536186,184.38091910014,0.174322769799921,17.81661,16.86976,16.53884,16.19576,16.08668,752,301,4,273,323307030041356288,GALAXY,0.07277206,287,52023,632
1237648704577470556,184.221797167381,0.0469551812994854,19.05958,18.09512,17.92766,17.8927,17.90772,752,301,4,272,364801218494621696,STAR,0.0002099738,324,51666,35
1237648704577405051,184.160510151936,0.0756453127968689,19.5799,17.72815,16.9874,16.68076,16.50426,752,301,4,271,3722375257936470016,STAR,8.29558E-06,3306,54922,546
1237648704577274016,183.900081418135,0.187473296678452,18.97993,17.84496,17.38022,17.20673,17.07071,752,301,4,269,3722366736721354752,STAR,0.0003148482,3306,54922,515
1237648704577273992,183.864379023055,0.0192007114116613,19.38322,17.88995,17.10537,16.66393,16.36955,752,301,4,269,323286963954149376,GALAXY,0.1002423,287,52023,559
1237648704577208477,183.680207441114,0.126185092322292,19.38298,18.19169,17.47428,17.08732,16.80125,752,301,4,268,323274319570429952,GALAXY,0.1231112,287,52023,513
1237648704577142859,183.598370535872,0.135285032246653,18.6628,17.21449,16.67637,16.48922,16.3915,752,301,4,267,363814405953054720,STAR,-5.491128E-05,323,51615,541
1237648704578846738,187.366579443213,0.0237103641787041,16.31039,14.86417,14.30086,14.09949,14.01226,752,301,4,293,2880226578632042496,STAR,7.823537E-05,2558,54140,635
1237648704578781340,187.356614347967,0.130543526258087,19.25702,17.81028,16.90624,16.4854,16.14583,752,301,4,292,325537388824651776,GALAXY,0.1533793,289,51990,554
1237648704578715707,187.148953799005,0.0577055818926092,17.81092,16.27263,15.68785,15.49495,15.38605,752,301,4,291,2880222730341345280,STAR,-0.0001763461,2558,54140,621
1237648704578650164,187.035220137263,0.0248273212198418,18.74619,16.85326,16.16337,15.93568,15.7915,752,301,4,290,2880214758882043904,STAR,1.248581E-05,2558,54140,592
1237648704578650144,186.965110082612,0.0602530502323018,18.54735,17.00517,16.42322,16.20645,16.10244,752,301,4,290,2880216133271578624,STAR,-0.00019043,2558,54140,597
1237648704578584666,186.813296787279,0.031704698655944,18.55765,16.35182,15.45455,15.0802,14.85069,752,301,4,289,2880204038643673088,STAR,8.090575E-05,2558,54140,553
1237648704578584655,186.800323634088,0.059674848512261,18.04444,16.12702,15.44266,15.23283,15.12825,752,301,4,289,2880205962789021696,STAR,4.772431E-05,2558,54140,560
1237648704578519117,186.734487538965,0.0680753878992606,18.81766,17.49303,16.91854,16.68079,16.58296,752,301,4,288,2880205687911114752,STAR,-0.0004707915,2558,54140,559
1237648704578977796,187.665038003744,0.00746881956950779,17.94648,16.4643,15.90403,15.70531,15.59566,752,301,4,295,3259578438343747584,STAR,0.0001873485,2895,54567,357
1237648704578977850,187.789319758613,0.196464267171774,17.83093,16.88131,16.57057,16.46572,16.41471,752,301,4,295,3259576514198398976,STAR,0.0003713541,2895,54567,350
1237648704578977947,187.763132037942,0.0489761895870317,18.29014,16.88035,16.29732,15.99593,15.81486,752,301,4,295,326609136961742848,GALAXY,0.04150943,290,51941,357
1237648704578781196,187.245013514371,0.128414393918394,18.48621,17.17117,16.66446,16.44695,16.34622,752,301,4,292,2880223280097159168,STAR,0.0004817887,2558,54140,623
1237648704577929251,185.379361594865,0.0869115592375293,18.13147,17.3532,16.93616,16.56829,16.44423,752,301,4,279,324409015184418816,GALAXY,0.1072231,288,52000,545
1237648704577929245,185.377250904496,0.200803726812151,17.964,16.39632,15.74191,15.4828,15.32453,752,301,4,279,2880168029637863424,STAR,0.0003497983,2558,54140,422
1237648704577601678,184.627407857873,0.0132340863140159,18.48543,17.339,16.90179,16.66712,16.48684,752,301,4,274,323308404430891008,GALAXY,0.02129653,287,52023,637
1237648704577601667,184.61856312322,0.080576269050119,19.4127,17.47109,16.4987,16.06502,15.66848,752,301,4,274,324379328370468864,GALAXY,0.1167829,288,52000,437
1237648704577470571,184.245664287357,0.198257076934407,19.22143,19.30248,19.13823,19.11351,19.23454,752,301,4,272,323293561023916032,QSO,1.178098,287,52023,583
1237648704578912373,187.60185123464,0.0931710881257131,18.44487,16.62873,15.70877,15.29358,14.97091,752,301,4,294,325534914923489280,GALAXY,0.07950422,289,51990,545
1237648704577273909,183.883288300757,0.102556751901392,17.55025,16.26342,16.43869,16.55492,16.61326,752,301,4,269,3722365912087633920,STAR,0.0005903565,3306,54922,512
1237648704577273907,183.870529428039,0.0499106850602565,17.76536,16.60272,16.16116,15.98233,15.90438,752,301,4,269,3722365362331820032,STAR,-0.0001106159,3306,54922,510
1237648704578846847,187.374031585622,0.0537866988828041,19.08637,17.53676,16.85588,16.59259,16.43668,752,301,4,293,2880225753998321664,STAR,0.0007566895,2558,54140,632
1237648704578388017,186.423285449558,0.0999199049596275,16.91041,15.45433,14.85858,14.64869,14.53447,752,301,4,286,2880192768649488384,STAR,8.831267E-05,2558,54140,512
1237648704578781334,187.351907698596,0.133947998443458,19.31496,18.01464,17.4819,17.29032,17.1754,752,301,4,292,2880227953021577216,STAR,-5.063423E-05,2558,54140,640
1237648704578781188,187.211528556423,0.170914941454475,18.25947,17.10711,16.60912,16.40416,16.29116,752,301,4,292,2880226028876228608,STAR,1.293893E-05,2558,54140,633
1237648704578715685,187.113033372633,0.142407915556299,17.37433,16.10176,15.48611,15.20287,14.99776,752,301,4,291,325525019318839296,GALAXY,0.0229938,289,51990,509
1237648704578650218,186.93869934741,0.110191761809428,19.54832,18.08643,17.51066,17.31159,17.23373,752,301,4,290,2880216957905299456,STAR,-6.157689E-05,2558,54140,600
1237648704578650191,187.057889120732,0.206948327804336,17.85004,16.138,15.52961,15.34447,15.23908,752,301,4,290,2880215033759950848,STAR,9.823119E-05,2558,54140,593
1237648704578584799,186.864198259196,0.0488906726489193,18.78979,17.4279,16.68736,16.28967,15.9906,752,301,4,289,325521995661862912,GALAXY,0.1129216,289,51990,498
1237648704578584737,186.908112369653,0.145877191008531,17.43725,15.98773,15.43505,15.24584,15.17689,752,301,4,289,2880212010102974464,STAR,-6.673489E-05,2558,54140,582
1237648704578584724,186.882603286527,0.140064967366,16.80133,15.34514,14.81955,14.64411,14.58058,752,301,4,289,2880212559858788352,STAR,-7.731256E-05,2558,54140,584
1237648704578519228,186.704715090486,0.185916793925265,19.53823,17.69941,16.98525,16.67076,16.4375,752,301,4,288,2880203214009952256,STAR,0.0007595233,2558,54140,550
1237648704578519124,186.74856167219,0.173245776039777,17.40626,15.87684,15.26237,15.03957,14.92599,752,301,4,288,2880203488887859200,STAR,-8.99054E-05,2558,54140,551
1237648704578519122,186.745388726843,0.103838625634396,18.57371,17.7188,17.39374,17.28585,17.26827,752,301,4,288,2880201289864603648,STAR,0.0001807012,2558,54140,543
1237648704578519088,186.678747314133,0.151634687613956,18.71259,16.32915,15.08869,14.58182,14.27226,752,301,4,288,2880203763765766144,STAR,-5.951727E-06,2558,54140,552
1237648704578453621,186.497878568643,0.0658238415781229,19.03382,18.15575,17.95118,17.86144,17.88585,752,301,4,287,2891463037930203136,STAR,0.0004803091,2568,54153,553
1237648704578387996,186.360256919616,0.0823529345878174,18.9836,17.52731,16.99701,16.7796,16.66278,752,301,4,286,2880193593283209216,STAR,8.966895E-05,2558,54140,515
1237648704578387988,186.357402588231,0.0638316787759635,16.38773,14.9501,14.43486,14.2691,14.19747,752,301,4,286,2880193318405302272,STAR,-4.303197E-05,2558,54140,514
1237648704578322478,186.28596012273,0.0619332997191274,18.0996,17.1742,16.83233,16.70185,16.66806,752,301,4,285,325504953231632384,STAR,0.000185148,289,51990,436
1237648704578257299,186.146904726777,0.129426424067172,19.20085,18.08511,17.69779,17.42061,17.29814,752,301,4,284,324431280294881280,GALAXY,0.04204269,288,52000,626
1237648704578257089,186.113831679167,0.152882187142566,16.32657,14.79158,14.1052,13.75229,13.46165,752,301,4,284,324433204440229888,GALAXY,0.02549985,288,52000,633
1237648704578257048,186.03958032055,0.164585908662582,19.08999,17.87979,17.30001,16.91738,16.72677,752,301,4,284,324431555172788224,GALAXY,0.07909836,288,52000,627
1237648704578257040,186.033835632572,0.113212742547732,19.10102,17.89368,17.17626,16.78514,16.47559,752,301,4,284,325493958115354624,GALAXY,0.1560981,289,51990,396
1237648704578257035,186.026429751534,0.11730679581279,19.49485,17.74386,16.93079,16.61019,16.40522,752,301,4,284,2880185621823907840,STAR,0.0002207509,2558,54140,486
1237648704578256916,186.033936615198,0.00570766122670842,18.76134,17.27291,16.74922,16.59132,16.47496,752,301,4,284,2880187545969256448,STAR,-0.0001729351,2558,54140,493
1237648704578256901,186.011703353148,0.0443163729144952,16.37136,14.76484,14.22739,14.07195,13.9889,752,301,4,284,2880181773533210624,STAR,-7.293044E-05,2558,54140,472
1237648704578191418,185.980083800185,0.0391553011267553,15.1353,13.94085,13.94638,14.00164,14.03319,752,301,4,283,2880180674021582848,STAR,0.0004138405,2558,54140,468
1237648704578125964,185.855533916571,0.13328982915565,19.59163,17.81984,16.84598,16.44592,16.10031,752,301,4,282,324430455661160448,GALAXY,0.1062806,288,52000,623
1237648704578125834,185.717499546258,0.0916608920785233,16.41278,14.86871,14.31287,14.10415,13.98788,752,301,4,282,2880180399143675904,STAR,-0.0001206905,2558,54140,467
1237648704578060441,185.65197683527,0.0415426573142233,19.26136,19.1851,18.9592,18.88952,18.86333,752,301,4,281,324420834934417408,QSO,1.330196,288,52000,588
1237648704577994818,185.557781730445,0.0329051267126357,18.25347,17.34355,17.12577,17.02307,16.96043,752,301,4,280,2880183972556466176,STAR,0.0005228624,2558,54140,480
1237648704577994816,185.5285091552,0.0824866288972328,18.95637,17.97179,17.80977,17.76273,17.78803,752,301,4,280,2880182598166931456,STAR,0.0003599455,2558,54140,475
1237648704577994777,185.485218484611,0.163399563859284,18.71479,16.97454,16.38521,16.12513,15.90649,752,301,4,280,324423858591393792,GALAXY,0.106216,288,52000,599
1237648704577994767,185.448133539406,0.0151361373421381,17.89052,16.98527,16.73305,16.63174,16.61334,752,301,4,280,2880169129149491200,STAR,7.535266E-05,2558,54140,426
1237648704577863838,185.23060767902,0.0100995809288788,19.31764,18.38629,18.12009,17.9998,17.93916,752,301,4,278,2891385247482537984,STAR,0.0005767042,2568,54153,270
1237648704577863739,185.217051383,0.155193816126299,18.89707,18.04519,17.7501,17.6378,17.6124,752,301,4,278,2880170503539025920,STAR,0.0002502912,2558,54140,431
1237648704577798243,185.085913140077,0.0999538509191282,18.33616,17.30684,16.92903,16.78272,16.73807,752,301,4,277,2880161157690189824,STAR,7.605989E-05,2558,54140,397
1237648704577798233,185.065069513291,0.142442894170629,18.75478,17.58247,17.08046,16.87063,16.75911,752,301,4,277,2880159233544841216,STAR,-0.0005032555,2558,54140,390
1237648704579043535,187.92652564951,0.202503974282459,19.41831,17.88182,17.29789,17.08715,16.98668,752,301,4,296,3259574040297236480,STAR,9.593077E-05,2895,54567,341
1237648704579043390,187.910493425523,0.176460512618969,16.48328,15.06156,14.54992,14.38695,14.32776,752,301,4,296,3259577063954212864,STAR,-0.0001023256,2895,54567,352
1237648704577667254,184.782697712007,0.140979369185379,19.0764,17.78953,16.98818,16.60519,16.27859,752,301,4,275,324389498853025792,GALAXY,0.1169446,288,52000,474
1237648704577667170,184.770203854765,0.198010050309851,18.18974,17.23738,16.89113,16.75727,16.71052,752,301,4,275,2880147963550656512,STAR,0.0005198076,2558,54140,349
1237648704577667113,184.711969607884,0.0665719008945266,17.70824,16.61069,16.19772,16.0625,16.00229,752,301,4,275,3722398897436467200,STAR,0.0001723799,3306,54922,632
1237648704577667080,184.676761920852,0.0594418690633144,17.72835,16.19783,15.66073,15.51586,15.43615,752,301,4,275,2880150437451819008,STAR,0.0001753645,2558,54140,358
1237648704578846903,187.495184191745,0.0272364028029824,18.14282,16.60594,15.68205,15.26196,14.86637,752,301,4,293,325534090289768448,GALAXY,0.008045804,289,51990,542
1237648704578912276,187.543668215485,0.0391361111556872,17.47324,16.50728,16.20982,16.10591,16.06388,752,301,4,294,3259577888587933696,STAR,0.0005158157,2895,54567,355
1237648704577536044,184.388869555822,0.0682874275127467,19.04397,17.51106,16.87335,16.61114,16.48303,752,301,4,273,363838320330958848,STAR,0.0002400984,323,51615,628
1237648704578912283,187.603538669196,0.165235363878054,18.7093,18.55884,18.33429,18.2895,18.41076,752,301,4,294,325548658818836480,QSO,1.166725,289,51990,595
1237648704578977840,187.730213545858,0.0963578474665005,15.70621,14.78905,14.49906,14.3865,14.34201,752,301,4,295,3259579262977468416,STAR,6.179674E-05,2895,54567,360
1237648704578977883,187.678571047092,0.193244245018864,19.59037,18.73735,18.40529,18.26672,18.25332,752,301,4,295,4332595427423526912,STAR,-0.0001444358,3848,55647,482
1237648704578715824,187.168774950802,0.0759519924556715,19.52112,19.21715,19.07192,19.13103,18.99092,752,301,4,291,325528042975815680,QSO,0.9141566,289,51990,520
1237648704578715820,187.162128345727,0.169187479631187,19.25583,17.95046,17.39246,17.17449,17.0425,752,301,4,291,2880223554975066112,STAR,8.420341E-05,2558,54140,624
1237648704578125855,185.770327519964,0.198644075214972,18.70031,17.83492,17.57053,17.45308,17.40799,752,301,4,282,2880182873044838400,STAR,-6.915776E-05,2558,54140,476
1237648704578125853,185.766534206857,0.0285540110063409,18.97832,18.10239,17.81904,17.71502,17.695,752,301,4,282,2880180124265768960,STAR,0.0004330849,2558,54140,466
1237648704578125851,185.74714217333,0.196282528835222,19.05024,19.09565,19.19766,18.90488,18.8281,752,301,4,282,324422484201859072,QSO,1.895719,288,52000,594
1237648704577863722,185.164375673881,0.0743580690685865,17.55001,17.42367,17.35734,17.19343,16.97589,752,301,4,278,324401043725117440,QSO,2.044347,288,52000,516
1237648704577732629,184.876314438781,0.185151372196083,18.12978,17.17421,16.75108,16.5884,16.48527,752,301,4,276,2880158408911120384,STAR,0.0006924281,2558,54140,387
1237648704577732627,184.875528613881,0.0330608120747109,19.03059,18.10673,17.82561,17.71227,17.6878,752,301,4,276,2880149612818098176,STAR,-0.0001673784,2558,54140,355
1237648704577732624,184.864190324522,0.143441661714473,17.93407,16.64581,16.22206,16.07029,16.06046,752,301,4,276,2891416308686022656,STAR,0.0001580866,2568,54153,383
1237648704577732623,184.863598135271,0.143469362841369,18.38848,17.00188,16.37884,16.16978,16.0124,752,301,4,276,2880145764527400960,STAR,0.0001359466,2558,54140,341
1237648704579108994,188.059004821244,0.0533202394474,19.5038,18.08056,17.30295,16.8752,16.51943,752,301,4,297,325560203690928128,GALAXY,0.09066118,289,51990,637
1237648704579633327,189.188281762233,0.0699637499776555,19.39293,18.38481,17.95502,17.74713,17.71264,752,301,4,305,3287767992250689536,STAR,0.0003839085,2920,54562,510
1237648704579305491,188.4163467598,0.192647670640667,17.79241,16.66238,16.30104,16.16709,16.10818,752,301,4,300,3287754798111156224,STAR,-0.0001329174,2920,54562,462
1237648704579305493,188.423239503617,0.158059445398073,19.10976,17.73485,17.16479,16.95688,16.82334,752,301,4,300,3259596580285605888,STAR,-0.0001731075,2895,54567,423
1237648704579305504,188.471689071412,0.122943276957593,17.14923,15.54331,15.00412,14.8333,14.76185,752,301,4,300,3259599603942582272,STAR,9.883026E-06,2895,54567,434
1237648704579698724,189.349544980921,0.146703590056431,17.95998,16.9956,16.61325,16.44035,16.34248,752,301,4,306,3259621869053044736,STAR,0.0001414141,2895,54567,515
1237648704579698777,189.436852064282,0.0859801367074956,19.19136,18.31329,18.03049,17.93967,17.93863,752,301,4,306,3287767167616968704,STAR,0.0004259483,2920,54562,507
1237648704578781305,187.259474100363,0.200053682335109,19.57364,17.69468,16.69488,16.25498,15.93791,752,301,4,292,325526668586280960,GALAXY,0.1100293,289,51990,515
1237648704578715652,187.077507343713,0.0668632964827939,17.94245,16.66657,16.10645,15.87961,15.73977,752,301,4,291,2880215583515764736,STAR,0.0002254212,2558,54140,595
1237648704579502086,188.85703416443,0.0499093704921334,18.95351,18.8721,18.61315,18.59806,18.71719,752,301,4,303,326640473043134464,QSO,1.215538,290,51941,471
1237648704579371183,188.613646416094,0.185213149214423,19.47127,18.3652,18.47488,18.56451,18.62382,752,301,4,301,3287758921279760384,STAR,0.0001127529,2920,54562,477
1237648704579502102,188.968707781594,0.0587485417911989,18.00362,16.47341,15.92259,15.71688,15.64202,752,301,4,303,3259615821739091968,STAR,8.426876E-06,2895,54567,493
1237648704578322474,186.257207238375,0.148501230226652,18.35066,17.41139,17.18135,17.08709,17.08965,752,301,4,285,2880186171579721728,STAR,-3.049427E-05,2558,54140,488
1237648704578322465,186.249848371419,0.130219087817855,17.6936,16.32069,15.80393,15.6132,15.53206,752,301,4,285,2880184247434373120,STAR,0.0003252671,2558,54140,481
1237648704578322454,186.212193359663,0.00959737883539056,18.91914,18.02611,17.80632,17.71907,17.72131,752,301,4,285,2880188370602977280,STAR,0.0005579828,2558,54140,496
1237648704578257140,186.134756873551,0.0521989908150118,19.58891,18.64184,18.49889,18.46553,18.45593,752,301,4,284,2891359134081378304,STAR,-0.0001201035,2568,54153,175
1237648704578257021,186.015891331608,0.154528346049551,19.42352,18.08814,17.5851,17.41209,17.34603,752,301,4,284,2880186996213442560,STAR,0.0001059488,2558,54140,491
1237648704578191376,185.901537768358,0.145036438800279,16.0238,15.09469,14.80986,14.6965,14.6701,752,301,4,283,2880179024754141184,STAR,0.0004771756,2558,54140,462
1237648704577929391,185.379455655606,0.128518845115011,19.25762,19.24938,18.9753,18.88568,18.91675,752,301,4,279,324409564940232704,QSO,1.335835,288,52000,547
1237648704577929299,185.280797414076,0.0475317077532274,19.53852,19.139,18.55866,18.17328,17.99881,752,301,4,279,324408740306511872,QSO,0.1572411,288,52000,544
1237648704577929296,185.26756836838,0.0846208382716168,18.54219,17.49083,17.07087,16.71762,16.57594,752,301,4,279,324398020068141056,GALAXY,0.1070803,288,52000,505
1237648704577798298,185.036388314839,0.176677549731792,19.12083,17.92189,17.18494,16.7895,16.52258,752,301,4,277,324400493969303552,GALAXY,0.1575296,288,52000,514
1237648704577798292,185.027385378752,0.0953460985269358,19.1713,18.01316,17.42493,17.04493,16.82237,752,301,4,277,324395546166978560,GALAXY,0.1183854,288,52000,496
1237648704579567690,189.087507450218,0.0260351114202999,17.65168,16.46087,16.11174,15.96434,15.91781,752,301,4,304,3259617471006533632,STAR,-3.760384E-05,2895,54567,499
1237648704579567785,189.060599025794,0.111285478686997,19.17885,17.61417,16.90285,16.47362,16.20284,752,301,4,304,326647894746621952,GALAXY,0.1083665,290,51941,498
1237648704579108872,187.973980623986,0.184403285389025,16.22078,15.3068,15.06621,15.01012,14.98462,752,301,4,297,3259575689564678144,STAR,0.000212724,2895,54567,347
1237648704579108878,188.006007135446,0.166595454688652,18.01164,16.76973,16.82013,16.90252,16.94517,752,301,4,297,3259589983215839232,STAR,0.000288391,2895,54567,399
1237648704579108889,188.026244694621,0.205461533399973,16.48826,15.67375,15.40592,15.31919,15.28315,752,301,4,297,3259585310291421184,STAR,0.0002239208,2895,54567,382
1237648704579109057,188.095730369396,0.0318733436702256,19.06051,17.42766,16.58445,16.19048,15.8707,752,301,4,297,326607487694301184,GALAXY,0.08114808,290,51941,351
1237648704579436563,188.784610402467,0.013233582312189,18.00067,16.0931,15.29277,14.97982,14.8094,752,301,4,302,3259611973448394752,STAR,3.382638E-05,2895,54567,479
1237648704579174521,188.250154827147,0.0832735680390997,16.64665,15.14635,14.61565,14.45855,14.39265,752,301,4,298,3259588883704211456,STAR,-1.310226E-05,2895,54567,395
1237648704579633169,189.177250218688,0.015502143110133,17.44684,16.47435,16.19601,16.08416,16.06882,752,301,4,305,3259616646372812800,STAR,0.0006821363,2895,54567,496
1237648704579633278,189.275452479608,0.0547997948931387,18.55441,17.61557,17.4075,17.31738,17.33438,752,301,4,305,3259523737640265728,STAR,-0.0003655981,2895,54567,158
1237648704579633299,189.285989652676,0.0580567708523298,18.89325,18.81742,18.84301,18.67533,18.50327,752,301,4,305,326643496700110848,QSO,2.007343,290,51941,482
1237648704579240121,188.295652972446,0.0816602140235546,18.60652,17.09124,16.35563,15.94936,15.67175,752,301,4,299,326620681833834496,GALAXY,0.07542984,290,51941,399
1237648704579633302,189.292617008525,0.087821589562382,17.98142,16.53124,15.98778,15.77157,15.66088,752,301,4,305,3259622968564672512,STAR,0.0001777472,2895,54567,519
1237648704579436672,188.759164863544,0.0376443103797407,18.0092,16.8149,16.35628,16.15085,16.01649,752,301,4,302,326630027682670592,GALAXY,0.02279919,290,51941,433
1237648704579633362,189.214118663216,0.0594946109335482,19.1581,17.19834,16.23881,15.80317,15.43806,752,301,4,305,326647619868715008,GALAXY,0.09052185,290,51941,497
1237648704579436687,188.765654081064,0.108437691001226,18.57035,17.39246,16.95448,16.64374,16.48623,752,301,4,302,326631402072205312,GALAXY,0.08034749,290,51941,438
1237648704578453589,186.606640507139,0.206153050094122,18.54043,17.63641,17.35255,17.25576,17.17422,752,301,4,287,2880204863277393920,STAR,8.26933E-05,2558,54140,556
1237648704578453584,186.59901175785,0.14123272378547,18.92344,17.86703,17.40125,17.19161,17.12352,752,301,4,287,2880201014986696704,STAR,0.0003513635,2558,54140,542
1237648704578453578,186.579429990901,0.0545733227377414,17.09046,15.47887,14.81628,14.52759,14.37151,752,301,4,287,2880191119382046720,STAR,3.882546E-05,2558,54140,506
1237648704578453574,186.568269881861,0.0100976774886504,18.26847,17.98774,17.77489,17.65078,17.51534,752,301,4,287,325505502987446272,QSO,1.974752,289,51990,438
1237648704580747412,191.744544793212,0.116351938889842,18.23957,16.68146,15.84209,15.436,15.09932,752,301,4,322,327799907836520448,GALAXY,0.08896293,291,51928,593
1237648704580812905,191.897789369895,0.128874499554593,19.51519,18.30251,17.74708,17.4102,17.20714,752,301,4,323,328883471193761792,GALAXY,0.08673923,292,51609,439
1237648704580812909,191.908220898345,0.0574961588642789,18.84526,17.67673,16.85271,16.39018,16.10548,752,301,4,323,327658345714444288,GALAXY,0.0931983,291,51928,78
1237648704579108978,188.021512966095,0.0115404197112853,19.19211,17.66395,16.70894,16.28271,15.95178,752,301,4,297,325558554423486464,GALAXY,0.1347296,289,51990,631
1237648704581533731,193.568369210454,0.137563115237893,16.5374,15.31568,15.50973,15.65817,15.73511,752,301,4,334,329995353669527552,STAR,0.0006059481,293,51689,388
1237648721219092863,153.449438632111,-0.174722051779841,19.33492,17.25626,16.32616,15.91549,15.54986,756,301,3,251,304025717346166784,GALAXY,0.08873131,270,51909,119
1237648721218699455,152.528980855089,-0.0577001351457921,18.59652,17.28157,16.71329,16.36005,16.12741,756,301,3,245,304120825101969408,GALAXY,0.05838413,270,51909,465
1237648721218699400,152.463010730857,-0.121920000876416,18.70498,17.23423,16.5517,16.18321,15.91227,756,301,3,245,304047707578722304,GALAXY,0.06256203,270,51909,199
1237648721218633899,152.289487026633,-0.0630713146608052,19.45274,17.62178,16.68552,16.27155,15.9206,756,301,3,244,304112303886854144,GALAXY,0.09546287,270,51909,434
1237648721219092716,153.398299671081,-0.175484772684325,19.52077,17.50807,16.52395,16.08269,15.73608,756,301,3,251,304158208497313792,GALAXY,0,270,51909,601
1237648721219092632,153.47429239505,-0.154835468680885,18.73601,16.59921,15.56108,15.12695,14.77491,756,301,3,251,304014997107795968,GALAXY,0.098474,270,51909,80
1237648721219092504,153.364274500903,-0.0290975080585189,17.88942,16.55713,16.10999,15.9643,15.89903,756,301,3,251,304135393631037440,STAR,-0.0001454137,270,51909,518
1237648721218961430,153.078393446964,-0.0602616563675149,17.35868,16.26491,15.91327,15.79312,15.79815,756,301,3,249,304127422171736064,STAR,-8.446973E-05,270,51909,489
1237648721218765142,152.67494753381,-0.127761597844867,19.04204,17.87724,17.45017,17.21807,17.22886,756,301,3,246,304040560753141760,GALAXY,0.05841528,270,51909,173
1237648721218765006,152.716994596474,-0.13428038179901,17.95627,16.46152,15.72164,15.30538,15.0177,756,301,3,246,304040010997327872,GALAXY,0.06864782,270,51909,171
1237648721218699441,152.505930978519,-0.19791262720974,18.99524,17.87855,17.19045,16.82093,16.56422,756,301,3,245,304046058311280640,GALAXY,0.1512586,270,51909,193
1237648721218699361,152.567216896437,-0.0747872633850973,17.89386,16.11245,15.34051,15.00042,14.70411,756,301,3,245,304123024125224960,GALAXY,0.09642068,270,51909,473
1237648721218634007,152.432608580649,-0.0521289999164167,18.951,17.08533,16.11569,15.69776,15.33339,756,301,3,244,304124948270573568,GALAXY,0.09537001,270,51909,480
1237648721218633997,152.40891873447,-0.159743399743281,19.27068,18.5268,18.12876,17.75474,17.72392,756,301,3,244,304054579526395904,GALAXY,0.1375496,270,51909,224
1237648721218633979,152.388011336356,-0.00952870182677649,19.30342,17.38579,16.42225,15.99919,15.64936,756,301,3,244,304109005351970816,GALAXY,0.09656405,270,51909,422
1237648721218633973,152.381681963501,-0.0409471636424254,18.45212,16.89779,16.04317,15.65277,15.35365,756,301,3,244,304113953154295808,GALAXY,0.09588677,270,51909,440
1237648721218633849,152.354824176563,-0.129743707300528,19.49632,17.59388,16.67482,16.25166,15.95042,756,301,3,244,304055679038023680,GALAXY,0.09504843,270,51909,228
